day_of_week,holiday,time_in_hour,status,previous_status,amount_per_day,full,range_knn,range_rf,day_in_year
5,0,0,20,64,30,0,0,1,199
6,1,22,8,47,62,0,0,1,200
7,1,6,44,56,8,0,0,2,201
1,0,8,26,58,36,0,0,2,202
2,0,22,96,58,22,1,1,4,203
3,0,16,68,9,80,0,0,3,204
4,0,1,61,56,0,0,0,3,205
5,0,18,36,30,88,0,0,2,206
6,1,5,6,82,32,0,0,1,207
7,1,2,84,25,45,0,1,4,208
1,0,2,34,25,30,0,0,2,209
2,0,1,70,72,77,0,0,3,210
3,0,23,95,52,67,1,1,4,211
4,0,9,46,97,6,0,0,2,212
5,0,13,75,42,34,0,0,3,213
6,1,19,6,46,25,0,0,1,214
7,1,3,10,19,65,0,0,1,215
1,0,16,70,38,7,0,0,3,216
2,0,2,66,31,55,0,0,3,217
3,0,23,79,20,86,0,1,4,218
4,0,1,82,24,65,0,1,4,219
5,0,22,69,18,37,0,0,3,220
6,1,5,7,77,56,0,0,1,221
7,1,21,92,65,69,1,1,4,222
1,0,2,68,54,35,0,0,3,223
2,0,12,86,22,55,1,1,4,224
3,0,16,60,27,9,0,0,3,225
4,0,11,7,50,9,0,0,1,226
5,0,23,4,6,72,0,0,1,227
6,1,17,73,21,47,0,0,3,228
7,1,16,32,30,48,0,0,2,229
1,0,11,50,21,46,0,0,3,230
2,0,6,15,60,57,0,0,1,231
3,0,7,9,13,88,0,0,1,232
4,0,13,23,71,88,0,0,1,233
5,0,10,30,58,26,0,0,2,234
6,1,21,33,82,44,0,0,2,235
7,1,21,32,65,60,0,0,2,236
1,0,20,28,73,79,0,0,2,237
2,0,22,36,100,71,0,0,2,238
3,0,19,48,49,52,0,0,2,239
4,0,22,25,68,5,0,0,1,240
5,0,12,36,69,53,0,0,2,241
6,1,11,6,73,9,0,0,1,242
7,1,0,8,100,90,0,0,1,243
1,0,12,59,96,99,0,0,3,244
2,0,20,60,67,14,0,0,3,245
3,0,17,86,29,93,1,1,4,246
4,0,8,96,44,37,1,1,4,247
5,0,13,15,18,54,0,0,1,248
6,1,3,83,36,22,0,1,4,249
7,1,8,90,82,85,1,1,4,250
1,0,22,49,48,26,0,0,2,251
2,0,23,5,82,79,0,0,1,252
3,0,16,57,15,52,0,0,3,253
4,0,4,10,10,63,0,0,1,254
5,0,14,78,76,80,0,1,4,255
6,1,5,64,43,16,0,0,3,256
7,1,20,78,63,85,0,1,4,257
1,0,4,32,81,63,0,0,2,258
2,0,2,1,93,4,0,0,1,259
3,0,15,8,86,65,0,0,1,260
4,0,19,83,87,12,0,1,4,261
5,0,19,79,35,72,0,1,4,262
6,1,8,6,18,58,0,0,1,263
7,1,9,84,77,41,0,1,4,264
1,0,22,47,65,86,0,0,2,265
2,0,10,42,40,51,0,0,2,266
3,0,12,78,64,14,0,1,4,267
4,0,0,76,19,12,0,1,4,268
5,0,16,41,28,49,0,0,2,269
6,1,1,23,30,55,0,0,1,270
7,1,6,73,6,83,0,0,3,271
1,0,4,58,64,9,0,0,3,272
2,0,6,5,99,80,0,0,1,273
3,0,12,74,61,84,0,0,3,274
4,0,21,97,56,58,1,1,4,275
5,0,7,100,35,9,1,1,4,276
6,1,13,97,39,49,1,1,4,277
7,1,2,65,36,91,0,0,3,278
1,0,1,69,54,50,0,0,3,279
2,0,16,66,39,38,0,0,3,280
3,0,16,96,56,93,1,1,4,281
4,0,9,98,23,89,1,1,4,282
5,0,1,10,15,100,0,0,1,283
6,1,22,73,89,74,0,0,3,284
7,1,23,48,29,38,0,0,2,285
1,0,20,58,22,72,0,0,3,286
2,0,8,93,26,68,1,1,4,287
3,0,11,30,7,21,0,0,2,288
4,0,11,43,78,94,0,0,2,289
5,0,5,59,92,39,0,0,3,290
6,1,22,67,64,14,0,0,3,291
7,1,8,78,10,23,0,1,4,292
1,0,8,91,47,56,1,1,4,293
2,0,19,50,75,32,0,0,3,294
3,0,0,79,80,32,0,1,4,295
4,0,8,4,4,62,0,0,1,296
5,0,3,84,0,14,0,1,4,297
6,1,5,19,12,20,0,0,1,298
7,1,9,65,30,12,0,0,3,299
1,0,13,71,49,21,0,0,3,300
2,0,4,16,79,7,0,0,1,301
3,0,21,73,13,35,0,0,3,302
4,0,23,91,15,72,1,1,4,303
5,0,9,73,67,52,0,0,3,304
6,1,17,32,87,56,0,0,2,305
7,1,6,7,64,3,0,0,1,306
1,0,4,31,17,32,0,0,2,307
2,0,20,42,37,38,0,0,2,308
3,0,14,9,22,26,0,0,1,309
4,0,15,13,72,16,0,0,1,310
5,0,9,49,41,94,0,0,2,311
6,1,19,91,44,25,1,1,4,312
7,1,4,59,6,7,0,0,3,313
1,0,2,44,3,85,0,0,2,314
2,0,20,30,49,48,0,0,2,315
3,0,19,67,73,90,0,0,3,316
4,0,23,99,96,6,1,1,4,317
5,0,22,26,5,24,0,0,2,318
6,1,22,85,74,59,1,1,4,319
7,1,15,45,43,32,0,0,2,320
1,0,23,1,34,34,0,0,1,321
2,0,9,73,8,73,0,0,3,322
3,0,23,85,75,8,1,1,4,323
4,0,7,60,5,49,0,0,3,324
5,0,23,16,9,80,0,0,1,325
6,1,21,35,9,46,0,0,2,326
7,1,16,6,65,95,0,0,1,327
1,0,3,39,52,67,0,0,2,328
2,0,20,67,19,7,0,0,3,329
3,0,9,83,29,4,0,1,4,330
4,0,22,87,73,87,1,1,4,331
5,0,11,96,51,80,1,1,4,332
6,1,17,37,100,84,0,0,2,333
7,1,10,30,68,94,0,0,2,334
1,0,1,66,86,75,0,0,3,335
2,0,6,84,86,57,0,1,4,336
3,0,20,33,85,32,0,0,2,337
4,0,23,51,94,1,0,0,3,338
5,0,21,68,12,80,0,0,3,339
6,1,8,73,59,2,0,0,3,340
7,1,8,32,40,24,0,0,2,341
1,0,8,73,18,12,0,0,3,342
2,0,3,19,45,78,0,0,1,343
3,0,10,4,73,73,0,0,1,344
4,0,17,82,88,31,0,1,4,345
5,0,23,75,50,95,0,0,3,346
6,1,12,15,9,7,0,0,1,347
7,1,6,95,99,40,1,1,4,348
1,0,0,23,8,93,0,0,1,349
2,0,23,82,0,40,0,1,4,350
3,0,23,84,100,43,0,1,4,351
4,0,6,9,79,21,0,0,1,352
5,0,23,84,18,8,0,1,4,353
6,1,18,17,85,71,0,0,1,354
7,1,17,67,37,14,0,0,3,355
1,0,6,23,98,32,0,0,1,356
2,0,16,7,25,24,0,0,1,357
3,0,4,75,57,8,0,0,3,358
4,0,19,58,64,75,0,0,3,359
5,0,19,63,31,36,0,0,3,360
6,1,23,41,50,9,0,0,2,361
7,1,19,41,63,49,0,0,2,362
1,0,13,68,87,83,0,0,3,363
2,0,16,18,85,9,0,0,1,364
3,0,13,63,82,12,0,0,3,365
4,0,3,50,53,37,0,0,3,1
5,0,4,47,55,87,0,0,2,2
6,1,11,19,56,75,0,0,1,3
7,1,2,98,77,79,1,1,4,4
1,0,21,13,35,13,0,0,1,5
2,0,20,80,5,57,0,1,4,6
3,0,20,18,22,79,0,0,1,7
4,0,21,59,19,91,0,0,3,8
5,0,7,53,25,87,0,0,3,9
6,1,10,96,81,20,1,1,4,10
7,1,11,53,29,85,0,0,3,11
1,0,11,67,69,36,0,0,3,12
2,0,6,15,95,6,0,0,1,13
3,0,17,68,44,83,0,0,3,14
4,0,8,88,73,2,1,1,4,15
5,0,13,18,31,64,0,0,1,16
6,1,23,26,26,74,0,0,2,17
7,1,23,15,16,71,0,0,1,18
1,0,9,62,0,14,0,0,3,19
2,0,12,88,82,25,1,1,4,20
3,0,16,99,76,55,1,1,4,21
4,0,12,30,62,68,0,0,2,22
5,0,12,7,52,8,0,0,1,23
6,1,6,76,20,61,0,1,4,24
7,1,10,20,36,82,0,0,1,25
1,0,22,47,96,70,0,0,2,26
2,0,16,78,100,78,0,1,4,27
3,0,11,92,55,13,1,1,4,28
4,0,23,50,25,71,0,0,3,29
5,0,15,83,73,81,0,1,4,30
6,1,14,6,60,78,0,0,1,31
7,1,13,59,21,67,0,0,3,32
1,0,22,19,26,23,0,0,1,33
2,0,10,54,75,88,0,0,3,34
3,0,8,60,39,79,0,0,3,35
4,0,1,53,14,4,0,0,3,36
5,0,7,30,47,5,0,0,2,37
6,1,19,69,75,22,0,0,3,38
7,1,17,27,1,93,0,0,2,39
1,0,2,2,11,87,0,0,1,40
2,0,6,42,89,1,0,0,2,41
3,0,4,49,48,40,0,0,2,42
4,0,14,45,63,7,0,0,2,43
5,0,17,61,81,33,0,0,3,44
6,1,7,38,43,85,0,0,2,45
7,1,3,29,69,5,0,0,2,46
1,0,12,70,83,100,0,0,3,47
2,0,19,65,79,47,0,0,3,48
3,0,3,8,15,18,0,0,1,49
4,0,12,38,83,89,0,0,2,50
5,0,14,12,9,99,0,0,1,51
6,1,13,4,1,96,0,0,1,52
7,1,6,11,89,41,0,0,1,53
1,0,19,26,52,38,0,0,2,54
2,0,16,8,42,19,0,0,1,55
3,0,13,25,20,73,0,0,1,56
4,0,15,84,67,84,0,1,4,57
5,0,12,60,0,91,0,0,3,58
6,1,11,15,9,60,0,0,1,59
7,1,15,32,89,31,0,0,2,60
1,0,5,51,29,36,0,0,3,61
2,0,17,73,35,35,0,0,3,62
3,0,8,33,99,16,0,0,2,63
4,0,20,92,73,99,1,1,4,64
5,0,14,4,58,55,0,0,1,65
6,1,14,57,63,71,0,0,3,66
7,1,2,14,9,81,0,0,1,67
1,0,1,75,88,25,0,0,3,68
2,0,0,89,53,55,1,1,4,69
3,0,1,90,75,27,1,1,4,70
4,0,17,93,85,98,1,1,4,71
5,0,23,58,81,17,0,0,3,72
6,1,23,93,65,52,1,1,4,73
7,1,16,46,48,76,0,0,2,74
1,0,18,92,81,73,1,1,4,75
2,0,1,77,45,61,0,1,4,76
3,0,17,29,54,4,0,0,2,77
4,0,6,32,38,67,0,0,2,78
5,0,2,0,86,59,0,0,1,79
6,1,21,98,5,61,1,1,4,80
7,1,13,40,46,23,0,0,2,81
1,0,3,28,33,67,0,0,2,82
2,0,20,36,68,78,0,0,2,83
3,0,4,41,49,62,0,0,2,84
4,0,15,30,47,49,0,0,2,85
5,0,18,77,18,29,0,1,4,86
6,1,19,35,66,17,0,0,2,87
7,1,4,11,33,34,0,0,1,88
1,0,8,24,97,1,0,0,1,89
2,0,16,68,81,65,0,0,3,90
3,0,15,45,75,38,0,0,2,91
4,0,11,55,78,19,0,0,3,92
5,0,8,20,75,52,0,0,1,93
6,1,10,21,3,18,0,0,1,94
7,1,16,71,60,6,0,0,3,95
1,0,4,17,26,17,0,0,1,96
2,0,9,42,43,17,0,0,2,97
3,0,18,44,46,28,0,0,2,98
4,0,17,78,32,3,0,1,4,99
5,0,21,82,94,49,0,1,4,100
6,1,0,60,6,49,0,0,3,101
7,1,2,38,39,4,0,0,2,102
1,0,17,34,41,18,0,0,2,103
2,0,4,45,25,54,0,0,2,104
3,0,23,48,18,62,0,0,2,105
4,0,22,68,64,14,0,0,3,106
5,0,14,18,7,20,0,0,1,107
6,1,21,30,97,34,0,0,2,108
7,1,23,19,62,72,0,0,1,109
1,0,6,25,87,68,0,0,1,110
2,0,12,28,51,14,0,0,2,111
3,0,10,3,46,18,0,0,1,112
4,0,22,89,55,32,1,1,4,113
5,0,15,33,22,59,0,0,2,114
6,1,9,3,5,69,0,0,1,115
7,1,11,54,29,56,0,0,3,116
1,0,9,39,26,1,0,0,2,117
2,0,0,69,91,86,0,0,3,118
3,0,13,25,75,8,0,0,1,119
4,0,22,58,8,91,0,0,3,120
5,0,4,79,56,83,0,1,4,121
6,1,12,23,99,87,0,0,1,122
7,1,6,70,52,99,0,0,3,123
1,0,7,2,12,33,0,0,1,124
2,0,23,68,7,87,0,0,3,125
3,0,13,29,19,46,0,0,2,126
4,0,11,82,21,1,0,1,4,127
5,0,1,38,3,12,0,0,2,128
6,1,0,94,67,23,1,1,4,129
7,1,14,80,24,65,0,1,4,130
1,0,17,47,54,93,0,0,2,131
2,0,1,17,60,63,0,0,1,132
3,0,7,53,70,48,0,0,3,133
4,0,14,89,41,7,1,1,4,134
5,0,19,50,96,76,0,0,3,135
6,1,2,8,85,51,0,0,1,136
7,1,14,85,79,17,1,1,4,137
1,0,2,66,84,12,0,0,3,138
2,0,8,57,100,40,0,0,3,139
3,0,23,42,35,11,0,0,2,140
4,0,19,44,72,69,0,0,2,141
5,0,4,26,91,54,0,0,2,142
6,1,7,91,84,53,1,1,4,143
7,1,6,47,99,25,0,0,2,144
1,0,0,70,46,90,0,0,3,145
2,0,6,32,98,76,0,0,2,146
3,0,1,56,34,11,0,0,3,147
4,0,4,13,3,31,0,0,1,148
5,0,23,87,65,36,1,1,4,149
6,1,0,18,37,15,0,0,1,150
7,1,13,96,59,4,1,1,4,151
1,0,11,15,58,2,0,0,1,152
2,0,11,60,79,71,0,0,3,153
3,0,2,21,18,54,0,0,1,154
4,0,6,1,11,89,0,0,1,155
5,0,21,50,27,7,0,0,3,156
6,1,23,21,51,54,0,0,1,157
7,1,22,38,72,39,0,0,2,158
1,0,7,73,22,24,0,0,3,159
2,0,4,2,27,99,0,0,1,160
3,0,11,61,80,74,0,0,3,161
4,0,22,83,64,0,0,1,4,162
5,0,8,89,64,70,1,1,4,163
6,1,23,3,62,64,0,0,1,164
7,1,8,65,51,95,0,0,3,165
1,0,19,96,8,36,1,1,4,166
2,0,17,45,45,20,0,0,2,167
3,0,20,72,88,50,0,0,3,168
4,0,23,69,30,70,0,0,3,169
5,0,3,38,27,99,0,0,2,170
6,1,19,55,70,23,0,0,3,171
7,1,16,84,52,68,0,1,4,172
1,0,3,18,54,62,0,0,1,173
2,0,16,53,81,68,0,0,3,174
3,0,4,0,43,36,0,0,1,175
4,0,12,51,17,59,0,0,3,176
5,0,13,43,88,96,0,0,2,177
6,1,14,73,17,63,0,0,3,178
7,1,3,94,22,56,1,1,4,179
1,0,3,73,4,69,0,0,3,180
2,0,22,48,5,27,0,0,2,181
3,0,23,13,35,22,0,0,1,182
4,0,10,80,73,95,0,1,4,183
5,0,10,79,76,42,0,1,4,184
6,1,16,85,2,81,1,1,4,185
7,1,23,83,11,84,0,1,4,186
1,0,3,69,3,12,0,0,3,187
2,0,9,37,67,17,0,0,2,188
3,0,22,44,22,68,0,0,2,189
4,0,5,25,39,5,0,0,1,190
5,0,4,39,61,39,0,0,2,191
6,1,9,9,28,21,0,0,1,192
7,1,11,32,69,43,0,0,2,193
1,0,15,99,6,81,1,1,4,194
2,0,4,45,0,97,0,0,2,195
3,0,2,68,17,59,0,0,3,196
4,0,12,37,37,6,0,0,2,197
5,0,16,7,71,19,0,0,1,198
6,1,4,4,25,60,0,0,1,199
7,1,9,27,99,21,0,0,2,200
1,0,3,48,42,51,0,0,2,201
2,0,10,17,54,62,0,0,1,202
3,0,2,80,63,90,0,1,4,203
4,0,17,72,73,100,0,0,3,204
5,0,19,91,53,26,1,1,4,205
6,1,3,65,39,54,0,0,3,206
7,1,13,22,72,10,0,0,1,207
1,0,23,35,35,100,0,0,2,208
2,0,13,71,22,46,0,0,3,209
3,0,6,23,45,100,0,0,1,210
4,0,7,29,55,47,0,0,2,211
5,0,20,66,22,100,0,0,3,212
6,1,19,41,78,51,0,0,2,213
7,1,3,56,73,21,0,0,3,214
1,0,17,88,80,33,1,1,4,215
2,0,1,56,95,31,0,0,3,216
3,0,9,44,75,49,0,0,2,217
4,0,6,39,82,43,0,0,2,218
5,0,12,91,57,100,1,1,4,219
6,1,22,61,44,46,0,0,3,220
7,1,4,56,94,4,0,0,3,221
1,0,23,25,23,79,0,0,1,222
2,0,3,11,0,61,0,0,1,223
3,0,21,39,55,62,0,0,2,224
4,0,10,67,70,77,0,0,3,225
5,0,4,39,40,17,0,0,2,226
6,1,11,38,28,50,0,0,2,227
7,1,13,72,26,28,0,0,3,228
1,0,1,52,16,42,0,0,3,229
2,0,5,70,19,19,0,0,3,230
3,0,16,82,62,84,0,1,4,231
4,0,23,26,15,24,0,0,2,232
5,0,9,11,45,41,0,0,1,233
6,1,12,44,49,60,0,0,2,234
7,1,18,98,4,44,1,1,4,235
1,0,20,25,63,89,0,0,1,236
2,0,22,23,35,29,0,0,1,237
3,0,6,75,50,3,0,0,3,238
4,0,21,46,31,97,0,0,2,239
5,0,6,5,70,36,0,0,1,240
6,1,18,88,9,57,1,1,4,241
7,1,21,73,89,8,0,0,3,242
1,0,1,81,5,94,0,1,4,243
2,0,18,6,68,8,0,0,1,244
3,0,6,65,8,28,0,0,3,245
4,0,16,42,26,86,0,0,2,246
5,0,16,83,63,68,0,1,4,247
6,1,15,5,50,6,0,0,1,248
7,1,0,84,85,6,0,1,4,249
1,0,17,41,14,14,0,0,2,250
2,0,1,60,35,54,0,0,3,251
3,0,7,19,63,74,0,0,1,252
4,0,19,65,21,1,0,0,3,253
5,0,5,51,51,90,0,0,3,254
6,1,4,46,57,87,0,0,2,255
7,1,22,83,49,76,0,1,4,256
1,0,20,1,22,95,0,0,1,257
2,0,6,18,65,73,0,0,1,258
3,0,20,94,84,35,1,1,4,259
4,0,0,64,77,43,0,0,3,260
5,0,18,61,65,1,0,0,3,261
6,1,13,24,57,31,0,0,1,262
7,1,6,85,88,91,1,1,4,263
1,0,1,79,73,94,0,1,4,264
2,0,19,84,87,32,0,1,4,265
3,0,12,48,20,44,0,0,2,266
4,0,14,82,29,22,0,1,4,267
5,0,19,63,71,46,0,0,3,268
6,1,6,24,60,55,0,0,1,269
7,1,9,4,37,30,0,0,1,270
1,0,0,48,14,4,0,0,2,271
2,0,23,47,22,11,0,0,2,272
3,0,11,36,100,25,0,0,2,273
4,0,14,12,38,56,0,0,1,274
5,0,4,36,67,9,0,0,2,275
6,1,13,36,6,52,0,0,2,276
7,1,1,94,31,100,1,1,4,277
1,0,22,76,38,96,0,1,4,278
2,0,9,70,67,66,0,0,3,279
3,0,16,31,18,6,0,0,2,280
4,0,5,45,6,91,0,0,2,281
5,0,5,50,94,50,0,0,3,282
6,1,18,76,4,51,0,1,4,283
7,1,2,37,52,56,0,0,2,284
1,0,20,27,47,2,0,0,2,285
2,0,8,69,52,19,0,0,3,286
3,0,13,31,57,87,0,0,2,287
4,0,7,77,53,48,0,1,4,288
5,0,16,52,41,26,0,0,3,289
6,1,2,45,93,29,0,0,2,290
7,1,20,45,34,17,0,0,2,291
1,0,14,60,9,48,0,0,3,292
2,0,10,91,41,39,1,1,4,293
3,0,7,95,36,1,1,1,4,294
4,0,2,0,50,38,0,0,1,295
5,0,15,37,61,100,0,0,2,296
6,1,4,95,34,84,1,1,4,297
7,1,17,50,54,20,0,0,3,298
1,0,18,1,2,34,0,0,1,299
2,0,16,20,11,25,0,0,1,300
3,0,9,38,25,14,0,0,2,301
4,0,7,18,80,0,0,0,1,302
5,0,10,2,41,44,0,0,1,303
6,1,2,11,79,60,0,0,1,304
7,1,5,71,5,26,0,0,3,305
1,0,8,11,77,44,0,0,1,306
2,0,19,90,71,91,1,1,4,307
3,0,3,53,97,89,0,0,3,308
4,0,13,0,7,19,0,0,1,309
5,0,15,20,3,85,0,0,1,310
6,1,21,68,80,41,0,0,3,311
7,1,18,42,90,56,0,0,2,312
1,0,6,18,98,77,0,0,1,313
2,0,19,60,43,26,0,0,3,314
3,0,5,57,37,78,0,0,3,315
4,0,7,28,31,18,0,0,2,316
5,0,9,86,8,54,1,1,4,317
6,1,1,32,99,43,0,0,2,318
7,1,23,80,49,16,0,1,4,319
1,0,8,77,68,63,0,1,4,320
2,0,19,87,61,31,1,1,4,321
3,0,0,88,82,22,1,1,4,322
4,0,16,67,53,50,0,0,3,323
5,0,12,16,21,59,0,0,1,324
6,1,3,40,100,24,0,0,2,325
7,1,16,78,43,84,0,1,4,326
1,0,18,14,91,27,0,0,1,327
2,0,15,6,50,66,0,0,1,328
3,0,11,96,9,46,1,1,4,329
4,0,5,40,96,21,0,0,2,330
5,0,16,7,41,1,0,0,1,331
6,1,16,33,65,100,0,0,2,332
7,1,19,51,63,100,0,0,3,333
1,0,19,52,22,65,0,0,3,334
2,0,22,3,39,77,0,0,1,335
3,0,9,45,100,81,0,0,2,336
4,0,5,53,28,83,0,0,3,337
5,0,1,65,70,11,0,0,3,338
6,1,19,95,80,56,1,1,4,339
7,1,4,89,87,17,1,1,4,340
1,0,23,24,46,55,0,0,1,341
2,0,8,69,12,34,0,0,3,342
3,0,14,5,40,91,0,0,1,343
4,0,2,21,92,53,0,0,1,344
5,0,15,66,48,81,0,0,3,345
6,1,7,37,79,23,0,0,2,346
7,1,10,70,63,35,0,0,3,347
1,0,5,47,66,24,0,0,2,348
2,0,4,85,34,69,1,1,4,349
3,0,2,62,56,75,0,0,3,350
4,0,2,63,16,68,0,0,3,351
5,0,0,52,1,20,0,0,3,352
6,1,13,78,59,20,0,1,4,353
7,1,4,40,11,34,0,0,2,354
1,0,15,72,92,27,0,0,3,355
2,0,22,39,86,43,0,0,2,356
3,0,17,97,2,91,1,1,4,357
4,0,21,48,19,11,0,0,2,358
5,0,4,99,36,77,1,1,4,359
6,1,18,54,36,0,0,0,3,360
7,1,23,11,45,45,0,0,1,361
1,0,7,61,48,53,0,0,3,362
2,0,18,28,6,4,0,0,2,363
3,0,13,60,92,37,0,0,3,364
4,0,7,79,13,3,0,1,4,365
